173,"138,4",,,
174,"139,2",,,
175,140,,,
178,"142,4",,,
180,144,,,
180,144,,,
181,"144,8",,,
182,"145,6",,,
183,"146,4",,,
183,"146,4",,,
187,"149,6",,,
187,"149,6",,,
189,"151,2",,,
189,"151,2",,,
192,"153,6",,,
193,"154,4",,,
198,"158,4",,,
198,"158,4",,,
199,"159,2",,,
199,"159,2",,,
199,"159,2",,,
200,160,,,
200,160,,,
200,160,,,
200,160,,,
203,"162,4",,,
204,"163,2",,,
204,"163,2",,,
205,164,,,
206,"164,8",,,
207,"165,6",,,
211,"168,8",,,
212,"169,6",,,
212,"169,6",,,
213,"170,4",,,
215,172,,,
215,172,,,
215,172,,,
217,"173,6",,,
217,"173,6",,,
221,"176,8",,,
221,"176,8",,,
223,"178,4",,,
223,"178,4",,,
224,"179,2",,,
226,"180,8",,,
228,"182,4",,,
228,"182,4",,,
231,"184,8",,,
231,"184,8",,,
233,"186,4",,,
236,"188,8",,,
236,"188,8",,,
237,"189,6",,,
241,"192,8",,,
241,"192,8",,,
242,"193,6",,,
243,"194,4",,,
244,"195,2",,,
245,196,,,
247,"197,6",,,
247,"197,6",,,
249,"199,2",,,
250,200,,,
252,"201,6",,,
252,"201,6",,,
252,"201,6",,,
252,"201,6",,,
253,"202,4",,,
254,"203,2",,,
255,204,,,
256,"204,8",,,
256,"204,8",,,
256,"204,8",,,
259,"207,2",,,
259,"207,2",,,
260,208,,,
262,"209,6",,,
263,"210,4",,,
264,"211,2",,,
264,"211,2",,,
264,"211,2",,,
264,"211,2",,,
266,"212,8",,,
266,"212,8",,,
266,"212,8",,,
267,"213,6",,,
267,"213,6",,,
267,"213,6",,,
268,"214,4",,,
270,216,,,
271,"216,8",,,
271,"216,8",,,
272,"217,6",,,
275,220,,,
277,"221,6",,,
278,"222,4",,,
279,"223,2",,,
280,224,,,
280,224,,,
280,224,,,
282,"225,6",,,
282,"225,6",,,
283,"226,4",,,
283,"226,4",,,
284,"227,2",,,
284,"227,2",,,
285,228,,,
287,"229,6",,,
287,"229,6",,,
287,"229,6",,,
288,"230,4",,,
289,"231,2",,,
289,"231,2",,,
289,"231,2",,,
290,232,,,
290,232,,,
290,232,,,
294,"235,2",,,
295,236,,,
296,"236,8",,,
296,"236,8",,,
297,"237,6",,,
297,"237,6",,,
298,"238,4",,,
298,"238,4",,,
299,"239,2",,,
299,"239,2",,,
299,"239,2",,,
301,"240,8",,,
302,"241,6",,,
305,244,,,
305,244,,,
305,244,,,
306,"244,8",,,
307,"245,6",,,
307,"245,6",,,
308,"246,4",,,
308,"246,4",,,
309,"247,2",,,
310,248,,,
310,248,,,
310,248,,,
311,"248,8",,,
312,"249,6",,,
315,252,,,
315,252,,,
317,"253,6",,,
318,"254,4",,,
318,"254,4",,,
320,256,,,
320,256,,,
321,"256,8",,,
321,"256,8",,,
323,"258,4",,,
324,"259,2",,,
325,260,,,
327,"261,6",,,
330,264,,,
331,"264,8",,,
333,"266,4",,,
333,"266,4",,,
334,"267,2",,,
337,"269,6",,,
338,"270,4",,,
338,"270,4",,,
340,272,,,
340,272,,,
340,272,,,
341,"272,8",,,
342,"273,6",,,
344,"275,2",,,
345,276,,,
345,276,,,
349,"279,2",,,
349,"279,2",,,
350,280,,,
352,"281,6",,,
354,"283,2",,,
354,"283,2",,,
357,"285,6",,,
357,"285,6",,,
357,"285,6",,,
358,"286,4",,,
362,"289,6",,,
363,"290,4",,,
363,"290,4",,,
364,"291,2",,,
365,292,,,
367,"293,6",,,
367,"293,6",,,
368,"294,4",,,
368,"294,4",,,
368,"294,4",,,
368,"294,4",,,
369,"295,2",,,
373,"298,4",,,
374,"299,2",,,
375,300,,,
376,"300,8",,,
376,"300,8",,,
377,"301,6",,,
379,"303,2",,,
379,"303,2",,,
380,304,,,
380,304,,,
380,304,,,
383,"306,4",,,
383,"306,4",,,
385,308,,,
386,"308,8",,,
386,"308,8",,,
386,"308,8",,,
386,"308,8",,,
388,"310,4",,,
388,"310,4",,,
389,"311,2",,,
390,312,,,
391,"312,8",,,
393,"314,4",,,
393,"314,4",,,
393,"314,4",,,
394,"315,2",,,
394,"315,2",,,
395,316,,,
395,316,,,
395,316,,,
396,"316,8",,,
397,"317,6",,,
397,"317,6",,,
398,"318,4",,,
401,"320,8",,,
401,"320,8",,,
401,"320,8",,,
401,"320,8",,,
402,"321,6",,,
404,"323,2",,,
407,"325,6",,,
408,"326,4",,,
408,"326,4",,,
410,328,,,
414,"331,2",,,
414,"331,2",,,
417,"333,6",,,
417,"333,6",,,
418,"334,4",,,
419,"335,2",,,
422,"337,6",,,
422,"337,6",,,
423,"338,4",,,
425,340,,,
425,340,,,
426,"340,8",,,
427,"341,6",,,
427,"341,6",,,
427,"341,6",,,
432,"345,6",,,
436,"348,8",,,
436,"348,8",,,
438,"350,4",,,
438,"350,4",,,
438,"350,4",,,
438,"350,4",,,
438,"350,4",,,
439,"351,2",,,
439,"351,2",,,
440,352,,,
440,352,,,
444,"355,2",,,
445,356,,,
445,356,,,
445,356,,,
449,"359,2",,,
450,360,,,
453,"362,4",,,
453,"362,4",,,
453,"362,4",,,
454,"363,2",,,
454,"363,2",,,
455,364,,,
455,364,,,
457,"365,6",,,
457,"365,6",,,
460,368,,,
460,368,,,
461,"368,8",,,
463,"370,4",,,
463,"370,4",,,
463,"370,4",,,
464,"371,2",,,
465,372,,,
466,"372,8",,,
466,"372,8",,,
466,"372,8",,,
466,"372,8",,,
467,"373,6",,,
467,"373,6",,,
468,"374,4",,,
468,"374,4",,,
470,376,,,
470,376,,,
471,"376,8",,,
473,"378,4",,,
475,380,,,
475,380,,,
476,"380,8",,,
476,"380,8",,,
476,"380,8",,,
478,"382,4",,,
478,"382,4",,,
480,384,,,
481,"384,8",,,
482,"385,6",,,
482,"385,6",,,
482,"385,6",,,
483,"386,4",,,
483,"386,4",,,
483,"386,4",,,
483,"386,4",,,
484,"387,2",,,
485,388,,,
485,388,,,
486,"388,8",,,
487,"389,6",,,
488,"390,4",,,
489,"391,2",,,
491,"392,8",,,
492,"393,6",,,
493,"394,4",,,
493,"394,4",,,
494,"395,2",,,
494,"395,2",,,
497,"397,6",,,
500,400,,,
502,"401,6",,,
502,"401,6",,,
502,"401,6",,,
505,404,,,
505,404,,,
505,404,,,
510,408,,,
510,408,,,
510,408,,,
510,408,,,
511,"408,8",,,
514,"411,2",,,
515,412,,,
515,412,,,
517,"413,6",,,
518,"414,4",,,
518,"414,4",,,
521,"416,8",,,
521,"416,8",,,
523,"418,4",,,
523,"418,4",,,
524,"419,2",,,
525,420,,,
527,"421,6",,,
528,"422,4",,,
528,"422,4",,,
530,424,,,
531,"424,8",,,
532,"425,6",,,
532,"425,6",,,
532,"425,6",,,
533,"426,4",,,
533,"426,4",,,
535,428,,,
536,"428,8",,,
536,"428,8",,,
538,"430,4",,,
539,"431,2",,,
540,432,,,
541,"432,8",,,
541,"432,8",,,
542,"433,6",,,
542,"433,6",,,
543,"434,4",,,
545,436,,,
546,"436,8",,,
547,"437,6",,,
548,"438,4",,,
548,"438,4",,,
550,440,,,
550,440,,,
556,"444,8",,,
557,"445,6",,,
557,"445,6",,,
558,"446,4",,,
559,"447,2",,,
559,"447,2",,,
559,"447,2",,,
561,"448,8",,,
562,"449,6",,,
564,"451,2",,,
564,"451,2",,,
565,452,,,
565,452,,,
566,"452,8",,,
568,"454,4",,,
569,"455,2",,,
570,456,,,
571,"456,8",,,
573,"458,4",,,
574,"459,2",,,
574,"459,2",,,
574,"459,2",,,
575,460,,,
575,460,,,
576,"460,8",,,
576,"460,8",,,
576,"460,8",,,
577,"461,6",,,
579,"463,2",,,
580,464,,,
586,"468,8",,,
586,"468,8",,,
588,"470,4",,,
588,"470,4",,,
588,"470,4",,,
590,472,,,
591,"472,8",,,
591,"472,8",,,
592,"473,6",,,
592,"473,6",,,
593,"474,4",,,
596,"476,8",,,
596,"476,8",,,
597,"477,6",,,
597,"477,6",,,
598,"478,4",,,
598,"478,4",,,
600,480,,,
600,480,,,
602,"481,6",,,
604,"483,2",,,
605,484,,,
606,"484,8",,,
606,"484,8",,,
607,"485,6",,,
609,"487,2",,,
610,488,,,
611,"488,8",,,
611,"488,8",,,
612,"489,6",,,
612,"489,6",,,
612,"489,6",,,
614,"491,2",,,
615,492,,,
615,492,,,
617,"493,6",,,
618,"494,4",,,
619,"495,2",,,
620,496,,,
621,"496,8",,,
621,"496,8",,,
622,"497,6",,,
623,"498,4",,,
624,"499,2",,,
624,"499,2",,,
625,500,,,
626,"500,8",,,
626,"500,8",,,
628,"502,4",,,
629,"503,2",,,
630,504,,,
632,"505,6",,,
632,"505,6",,,
634,"507,2",,,
634,"507,2",,,
635,508,,,
635,508,,,
636,"508,8",,,
639,"511,2",,,
639,"511,2",,,
641,"512,8",,,
641,"512,8",,,
643,,,,
643,,,,
645,,,,
648,,,,
649,,,,
650,,,,
650,,,,
650,,,,
650,,,,
651,,,,
653,,,,
655,,,,
657,,,,
659,,,,
659,,,,
661,,,,
662,,,,
664,,,,
665,,,,
666,,,,
667,,,,
667,,,,
668,,,,
668,,,,
674,,,,
675,,,,
676,,,,
676,,,,
676,,,,
679,,,,
680,,,,
681,,,,
681,,,,
681,,,,
682,,,,
683,,,,
686,,,,
687,,,,
688,,,,
688,,,,
689,,,,
690,,,,
690,,,,
691,,,,
693,,,,
695,,,,
695,,,,
696,,,,
696,,,,
696,,,,
696,,,,
697,,,,
698,,,,
698,,,,
699,,,,
699,,,,
700,,,,
701,,,,
702,,,,
703,,,,
703,,,,
703,,,,
704,,,,
705,,,,
710,,,,
711,,,,
711,,,,
712,,,,
713,,,,
713,,,,
714,,,,
714,,,,
714,,,,
716,,,,
716,,,,
718,,,,
720,,,,
721,,,,
722,,,,
723,,,,
724,,,,
727,,,,
727,,,,
728,,,,
728,,,,
728,,,,
729,,,,
730,,,,
730,,,,
732,,,,
732,,,,
732,,,,
734,,,,
734,,,,
735,,,,
736,,,,
737,,,,
739,,,,
739,,,,
739,,,,
742,,,,
744,,,,
745,,,,
746,,,,
747,,,,
747,,,,
747,,,,
750,,,,
750,,,,
752,,,,
753,,,,
754,,,,
755,,,,
755,,,,
756,,,,
756,,,,
757,,,,
760,,,,
762,,,,
762,,,,
763,,,,
763,,,,
764,,,,
765,,,,
765,,,,
765,,,,
766,,,,
767,,,,
767,,,,
768,,,,
769,,,,
769,,,,
770,,,,
771,,,,
772,,,,
772,,,,
773,,,,
774,,,,
775,,,,
776,,,,
778,,,,
779,,,,
780,,,,
780,,,,
783,,,,
785,,,,
786,,,,
786,,,,
786,,,,
786,,,,
786,,,,
789,,,,
790,,,,
790,,,,
790,,,,
792,,,,
792,,,,
793,,,,
795,,,,
795,,,,
797,,,,
797,,,,
802,,,,
802,,,,
802,,,,
807,,,,
807,,,,
808,,,,
808,,,,
808,,,,
809,,,,
809,,,,
810,,,,
812,,,,
812,,,,
814,,,,
816,,,,
816,,,,
816,,,,
816,,,,
817,,,,
818,,,,
819,,,,
820,,,,
821,,,,
821,,,,
822,,,,
822,,,,
822,,,,
822,,,,
823,,,,
824,,,,
826,,,,
827,,,,
828,,,,
829,,,,
830,,,,
834,,,,
834,,,,
834,,,,
836,,,,
838,,,,
838,,,,
839,,,,
842,,,,
842,,,,
843,,,,
844,,,,
845,,,,
845,,,,
846,,,,
846,,,,
850,,,,
850,,,,
850,,,,
851,,,,
851,,,,
851,,,,
851,,,,
851,,,,
852,,,,
853,,,,
853,,,,
856,,,,
856,,,,
858,,,,
859,,,,
860,,,,
860,,,,
860,,,,
862,,,,
863,,,,
863,,,,
864,,,,
864,,,,
865,,,,
866,,,,
867,,,,
868,,,,
868,,,,
868,,,,
870,,,,
875,,,,
876,,,,
880,,,,
881,,,,
882,,,,
882,,,,
883,,,,
883,,,,
883,,,,
885,,,,
885,,,,
888,,,,
888,,,,
888,,,,
890,,,,
896,,,,
899,,,,
901,,,,
901,,,,
901,,,,
903,,,,
903,,,,
904,,,,
904,,,,
905,,,,
906,,,,
906,,,,
906,,,,
907,,,,
908,,,,
913,,,,
913,,,,
914,,,,
914,,,,
915,,,,
915,,,,
915,,,,
916,,,,
916,,,,
916,,,,
917,,,,
917,,,,
918,,,,
920,,,,
920,,,,
920,,,,
921,,,,
923,,,,
923,,,,
927,,,,
930,,,,
930,,,,
931,,,,
931,,,,
931,,,,
932,,,,
932,,,,
933,,,,
936,,,,
937,,,,
937,,,,
938,,,,
938,,,,
939,,,,
940,,,,
940,,,,
941,,,,
942,,,,
942,,,,
944,,,,
944,,,,
944,,,,
945,,,,
945,,,,
947,,,,
947,,,,
948,,,,
954,,,,
954,,,,
958,,,,
959,,,,
959,,,,
959,,,,
960,,,,
960,,,,
960,,,,
962,,,,
962,,,,
965,,,,
968,,,,
968,,,,
969,,,,
969,,,,
970,,,,
971,,,,
971,,,,
971,,,,
971,,,,
973,,,,
975,,,,
976,,,,
976,,,,
977,,,,
977,,,,
978,,,,
979,,,,
979,,,,
980,,,,
981,,,,
981,,,,
981,,,,
983,,,,
985,,,,
985,,,,
985,,,,
986,,,,
988,,,,
992,,,,
993,,,,
994,,,,
994,,,,
994,,,,
995,,,,
996,,,,
996,,,,
999,,,,
1000,,,,
