96386	68838																																							
96323	90751																																							
96306	45936																																							
96278	49295																																							
96238	67774																																							
96166	22533																																							
96144	36275																																							
96143	27745																																							
96126	5310																																							
96124	50693																																							
96122	28093																																							
96119	75754																																							
96117	60139																																							
96109	52005																																							
96102	67369																																							
96028	58249																																							
96026	19420																																							
96018	73300																																							
96010	24299																																							
95971	68992																																							
95923	87522																																							
95914	56880																																							
95898	25161																																							
95880	33190																																							
95859	65011																																							
95854	61006																																							
95851	8376																																							
95845	61194																																							
95798	46119																																							
95780	13542																																							
95774	71335																																							
95719	10831																																							
95700	82599																																							
95656	26877																																							
95641	51746																																							
95631	82630																																							
95610	65945																																							
95590	4353																																							
95585	84791																																							
95570	12681																																							
95560	13542																																							
95548	33464																																							
95544	8810																																							
95481	78413																																							
95469	74411																																							
95459	31964																																							
95398	77556																																							
95387	33076																																							
95369	40156																																							
95357	30851																																							
95347	35774																																							
95340	13031																																							
95328	21252																																							
95298	28262																																							
95282	60521																																							
95235	49316																																							
95222	19105																																							
95196	26940																																							
95193	46307																																							
95138	53367																																							
95110	54452																																							
95108	26732																																							
95078	81442																																							
95068	62834																																							
95060	62088																																							
95041	11396																																							
95022	36137																																							
95017	41161																																							
95005	25170																																							
94984	6055																																							
94974	54922																																							
94970	26345																																							
94967	35206																																							
94964	22805																																							
94951	63071																																							
94951	18492																																							
94950	2446																																							
94944	55322																																							
94942	38209																																							
94907	60192																																							
94864	9213																																							
94842	3987																																							
94841	61805																																							
94831	96912																																							
94778	45000																																							
94728	28995																																							
94698	84475																																							
94672	97873																																							
94642	29013																																							
94635	8130																																							
94624	29106																																							
94605	19675																																							
94578	96748																																							
94556	69663																																							
94555	12733																																							
94547	66315																																							
94546	89974																																							
94543	32109																																							
94454	76261																																							
94423	96767																																							
94418	18297																																							
94408	75597																																							
94403	14938																																							
94362	60212																																							
94358	40854																																							
94318	94400																																							
94302	18077																																							
94300	77867																																							
94296	69090																																							
94282	94457																																							
94276	57340																																							
94250	12468																																							
94186	44771																																							
94179	58390																																							
94165	74543																																							
94145	15220																																							
94125	40113																																							
94124	8097																																							
94110	12542																																							
94085	57856																																							
94053	51809																																							
94050	17107																																							
94021	4372																																							
94004	70920																																							
93981	99805																																							
93954	28196																																							
93929	16079																																							
93906	80966																																							
93901	19923																																							
93877	2175																																							
93856	27745																																							
93806	88699																																							
93804	71221																																							
93790	30754																																							
93774	29235																																							
93766	5926																																							
93759	14123																																							
93729	35936																																							
93711	26042																																							
93707	62123																																							
93707	17021																																							
93687	37629																																							
93631	61021																																							
93628	82264																																							
93626	60178																																							
93609	35204																																							
93600	9487																																							
93598	2064																																							
93561	75939																																							
93527	58457																																							
93499	79397																																							
93492	39665																																							
93489	47436																																							
93484	54822																																							
93374	92069																																							
93325	21212																																							
93313	40966																																							
93301	32190																																							
93292	7005																																							
93270	66697																																							
93267	50017																																							
93256	33337																																							
93229	71025																																							
93214	96248																																							
93179	70491																																							
93135	26124																																							
93132	13244																																							
93100	26420																																							
93052	27006																																							
92998	72098																																							
92918	62342																																							
92852	82641																																							
92846	86465																																							
92822	54125																																							
92814	61968																																							
92809	81815																																							
92796	33970																																							
92795	45366																																							
92783	5850																																							
92752	53321																																							
92705	2310																																							
92702	80977																																							
92701	76568																																							
92670	94034																																							
92659	83378																																							
92619	89642																																							
92572	10524																																							
92545	63807																																							
92538	912																																							
92530	67365																																							
92494	98893																																							
92490	92728																																							
92467	31960																																							
92444	67777																																							
92429	68924																																							
92425	55083																																							
92421	62038																																							
92413	52912																																							
92388	10484																																							
92353	24349																																							
92339	8023																																							
92329	17385																																							
92307	26803																																							
92283	54082																																							
92281	78931																																							
92272	36811																																							
92253	10642																																							
92227	64504																																							
92224	1393																																							
92217	77750																																							
92212	19275																																							
92195	71735																																							
92156	52464																																							
92151	66950																																							
92134	39640																																							
92131	46550																																							
92130	22702																																							
92111	21542																																							
92077	18154																																							
92062	14601																																							
92060	65485																																							
92053	52387																																							
92027	19247																																							
92026	31726																																							
92015	44418																																							
92011	35135																																							
92006	46351																																							
91968	42193																																							
91967	65085																																							
91957	70655																																							
91934	30654																																							
91915	48248																																							
91895	59589																																							
91891	65143																																							
91880	34940																																							
91825	66594																																							
91798	84881																																							
91794	87616																																							
91774	33698																																							
91769	78735																																							
91727	8827																																							
91715	86834																																							
91715	39726																																							
91702	36954																																							
91690	15361																																							
91689	89920																																							
91682	97852																																							
91681	70162																																							
91656	94118																																							
91653	56688																																							
91625	69362																																							
91587	89145																																							
91581	28925																																							
91570	28389																																							
91570	6588																																							
91564	99349																																							
91551	57716																																							
91493	66552																																							
91484	70046																																							
91454	4869																																							
91438	3134																																							
91427	38390																																							
91422	14551																																							
91421	92069																																							
91416	78178																																							
91414	8640																																							
91408	89482																																							
91383	49760																																							
91382	91123																																							
91381	48863																																							
91375	21145																																							
91367	19595																																							
91361	47040																																							
91347	15474																																							
91319	48599																																							
91314	88045																																							
91303	85489																																							
91262	72733																																							
91231	67697																																							
91180	14530																																							
91148	55300																																							
91008	61654																																							
90963	52182																																							
90951	98049																																							
90941	4590																																							
90932	78363																																							
90906	60232																																							
90896	2586																																							
90843	40337																																							
90823	87374																																							
90818	99401																																							
90813	22074																																							
90810	73607																																							
90790	24964																																							
90787	79787																																							
90716	29598																																							
90701	14818																																							
90648	90836																																							
90633	44322																																							
90620	5124																																							
90595	52496																																							
90591	88555																																							
90560	68463																																							
90547	76707																																							
90527	43477																																							
90523	49648																																							
90499	65655																																							
90495	6008																																							
90485	62198																																							
90483	34380																																							
90464	66616																																							
90462	90476																																							
90462	44100																																							
90443	40472																																							
90408	80998																																							
90376	36787																																							
90375	67187																																							
90341	10316																																							
90317	26971																																							
90304	79090																																							
90289	35153																																							
90268	63785																																							
90254	91734																																							
90253	84709																																							
90243	7128																																							
90209	65838																																							
90196	14909																																							
90195	12272																																							
90183	87607																																							
90138	41970																																							
90106	8046																																							
90089	29684																																							
90075	44015																																							
90059	4995																																							
90045	46654																																							
90040	52487																																							
90013	23649																																							
90008	37363																																							
90007	47650																																							
89982	33944																																							
89963	2451																																							
89939	15368																																							
89914	56317																																							
89881	6118																																							
89875	28033																																							
89872	49444																																							
89871	42069																																							
89850	7002																																							
89824	62920																																							
89816	10165																																							
89814	37907																																							
89804	31332																																							
89780	30034																																							
89745	96438																																							
89730	71036																																							
89712	45657																																							
89691	56148																																							
89683	91898																																							
89670	71814																																							
89658	54202																																							
89625	52065																																							
89620	40032																																							
89603	72480																																							
89598	37816																																							
89598	10876																																							
89588	62703																																							
89545	21799																																							
89543	7232																																							
89531	69308																																							
89499	9212																																							
89440	70975																																							
89440	2783																																							
89403	12481																																							
89397	7638																																							
89396	57942																																							
89387	73112																																							
89387	33242																																							
89382	80210																																							
89346	5009																																							
89332	21248																																							
89308	81773																																							
89307	4767																																							
89290	73420																																							
89258	47700																																							
89243	29415																																							
89205	5082																																							
89196	78479																																							
89181	38630																																							
89169	3947																																							
89101	91657																																							
89099	55557																																							
89098	7903																																							
89081	89815																																							
89056	7219																																							
89055	64119																																							
89019	49116																																							
88998	35448																																							
88984	43865																																							
88983	9																																							
88977	50993																																							
88964	94757																																							
88958	89519																																							
88917	88087																																							
88880	65877																																							
88860	92949																																							
88859	75872																																							
88846	5007																																							
88777	64607																																							
88774	55171																																							
88748	99134																																							
88717	78675																																							
88688	41503																																							
88674	50449																																							
88657	61233																																							
88609	9683																																							
88592	71471																																							
88589	61715																																							
88586	39593																																							
88572	795																																							
88522	99964																																							
88517	42253																																							
88509	95501																																							
88455	72203																																							
88455	32877																																							
88426	56589																																							
88396	26440																																							
88379	16046																																							
88373	78674																																							
88351	52463																																							
88343	54998																																							
88333	34875																																							
88329	99933																																							
88320	83332																																							
88313	64583																																							
88301	63008																																							
88274	61703																																							
88271	31438																																							
88266	50889																																							
88248	5670																																							
88242	21515																																							
88235	24632																																							
88230	56367																																							
88139	95493																																							
88136	89086																																							
88121	56283																																							
88108	44718																																							
88084	91752																																							
88082	79553																																							
88072	473																																							
88035	15677																																							
88026	7099																																							
88019	58376																																							
87998	78241																																							
87979	88958																																							
87965	29574																																							
87945	8089																																							
87939	68964																																							
87933	70796																																							
87866	86233																																							
87866	18352																																							
87854	84564																																							
87849	42176																																							
87841	68167																																							
87790	79276																																							
87769	37834																																							
87748	65391																																							
87730	70780																																							
87718	91396																																							
87715	14584																																							
87711	46919																																							
87695	27236																																							
87676	36620																																							
87662	94216																																							
87632	30872																																							
87618	54305																																							
87602	39958																																							
87589	61627																																							
87585	15238																																							
87549	89762																																							
87542	27265																																							
87524	39516																																							
87499	26794																																							
87484	10990																																							
87454	10178																																							
87453	61090																																							
87422	47315																																							
87382	48102																																							
87380	7195																																							
87357	34403																																							
87353	68963																																							
87342	13109																																							
87331	55712																																							
87290	31394																																							
87277	67427																																							
87243	13142																																							
87228	55569																																							
87222	77761																																							
87210	7028																																							
87190	89079																																							
87184	45615																																							
87140	39306																																							
87123	7021																																							
87114	170																																							
87078	8803																																							
87010	65188																																							
87008	64615																																							
87008	1147																																							
87004	38220																																							
86996	59686																																							
86993	7354																																							
86990	50150																																							
86989	41257																																							
86964	98547																																							
86926	99887																																							
86919	44821																																							
86896	38009																																							
86795	71619																																							
86766	30929																																							
86757	4251																																							
86755	87824																																							
86754	34996																																							
86740	60796																																							
86701	35445																																							
86698	5807																																							
86694	82254																																							
86689	82921																																							
86673	43171																																							
86664	39652																																							
86658	87725																																							
86653	56172																																							
86631	8389																																							
86545	94943																																							
86445	893																																							
86432	49584																																							
86419	21211																																							
86405	50974																																							
86396	68221																																							
86384	13051																																							
86382	17579																																							
86372	67074																																							
86368	33272																																							
86357	36695																																							
86339	84314																																							
86285	88795																																							
86285	25641																																							
86262	7797																																							
86260	24017																																							
86250	92129																																							
86249	26848																																							
86244	26126																																							
86226	27382																																							
86213	92593																																							
86165	20890																																							
86126	94664																																							
86121	79533																																							
86118	94698																																							
86087	97127																																							
85939	17813																																							
85926	27156																																							
85925	50817																																							
85914	81867																																							
85906	17581																																							
85887	2647																																							
85880	48274																																							
85877	36102																																							
85872	56416																																							
85860	34942																																							
85855	73912																																							
85815	15259																																							
85805	85247																																							
85798	66489																																							
85769	97328																																							
85755	79149																																							
85722	66507																																							
85717	46353																																							
85708	17599																																							
85706	3605																																							
85704	39151																																							
85703	47162																																							
85668	89620																																							
85668	19775																																							
85645	94714																																							
85619	13487																																							
85542	63016																																							
85504	48651																																							
85463	28022																																							
85430	63094																																							
85397	45399																																							
85362	92114																																							
85347	87442																																							
85334	76229																																							
85276	70682																																							
85258	63171																																							
85187	46562																																							
85185	59273																																							
85178	25832																																							
85121	92241																																							
85120	83921																																							
85114	24452																																							
85111	95088																																							
85103	75505																																							
85067	22312																																							
85041	10068																																							
84910	97751																																							
84858	4354																																							
84840	17756																																							
84830	51708																																							
84816	9657																																							
84814	25433																																							
84806	44404																																							
84771	41321																																							
84751	63713																																							
84747	85370																																							
84744	88932																																							
84696	82561																																							
84666	44167																																							
84655	24804																																							
84649	11715																																							
84631	80105																																							
84579	93882																																							
84522	13531																																							
84501	30869																																							
84485	64196																																							
84447	3175																																							
84394	12017																																							
84393	49555																																							
84373	88031																																							
84318	86737																																							
84287	94220																																							
84274	84037																																							
84217	38546																																							
84211	43528																																							
84201	78163																																							
84187	75024																																							
84183	16201																																							
84139	88478																																							
84119	30494																																							
84108	12305																																							
84087	9125																																							
84066	90341																																							
84062	42650																																							
84045	43629																																							
84037	97725																																							
84031	31577																																							
83987	46307																																							
83962	23696																																							
83799	42981																																							
83798	15770																																							
83734	78563																																							
83687	53239																																							
83669	82795																																							
83662	84135																																							
83653	30560																																							
83638	33582																																							
83634	23858																																							
83607	32887																																							
83588	23252																																							
83569	20047																																							
83524	32301																																							
83519	52819																																							
83513	48243																																							
83503	44246																																							
83489	43871																																							
83424	10787																																							
83417	59806																																							
83416	38295																																							
83396	49740																																							
83363	1569																																							
83317	6798																																							
83295	53764																																							
83289	13974																																							
83275	89223																																							
83252	46658																																							
83236	74829																																							
83203	30895																																							
83197	87329																																							
83169	627																																							
83161	28280																																							
83111	15248																																							
83107	54615																																							
83100	74531																																							
83090	51526																																							
83039	50564																																							
83015	79234																																							
82990	76243																																							
82934	95703																																							
82913	93558																																							
82908	75193																																							
82899	48945																																							
82860	40596																																							
