1000 150000
1728	38878	A
3109	46695	AC
134	54131	AC
1876	11230	B
3197	45903	AC
855	40528	AC
421	2558	AC
3561	6103	BC
2705	24631	AC
1392	48293	B
1942	53982	AC
1762	39228	A
432	52535	AC
3330	40984	B
3668	35788	AC
695	51213	A
3623	25993	AC
2801	26006	A
1071	39294	BC
2582	54358	BC
3434	6819	BC
868	33502	AC
3001	28293	A
3788	53196	B
1414	12698	BC
3187	10125	A
310	14098	A
1338	18686	BC
3665	16419	BC
